Extension (ft),Pitch Time,Release Speed (mph),Spin Rate (rpm),Tilt,Induced Virtual Break (in),Horizontal Break (in),Vertical Approach Angle (°),Horizontal Approach Angle (°),Location Side (ft),Location Height (ft),Release Height (ft),Release Side (ft),Pitch Type,PitchType_Color
4.88,2025-05-02 01:58:48,84.73,2532,2:30,1.71,1.23,-7.55,3.84,1.28,1.85,5.56,-2.25,Slider,"hsla(0, 0%, 58%, 1)"
4.83,2025-05-02 02:01:04,85.39,2468,12:00,2.57,0.02,-6.35,2.53,0.05,2.95,5.59,-2.34,Slider,"hsla(0, 0%, 58%, 1)"
4.74,2025-05-02 01:58:31,84.78,2524,4:15,0.4,1.22,-7.87,3.03,0.64,1.67,5.59,-2.14,Slider,"hsla(0, 0%, 58%, 1)"
4.76,2025-05-02 01:59:33,84.84,2507,3:00,1.43,1.94,-7.27,3.18,0.6,2.18,5.61,-2.26,Slider,"hsla(0, 0%, 58%, 1)"
4.7,2025-05-02 02:00:21,91.95,2390,10:30,17.97,-15.68,-5.13,1.21,0.41,2.4,5.64,-2.04,Four-Seam,"hsla(0, 0%, 58%, 1)"
4.99,2025-05-02 02:00:38,91.69,2372,10:45,19.85,-15.2,-5.11,0.13,-0.65,2.26,5.65,-2.04,Four-Seam,"hsla(0, 0%, 58%, 1)"
4.76,2025-05-02 01:59:08,90.96,2403,10:30,17.43,-16.55,-6.28,1.07,0.44,1.42,5.66,-1.96,Four-Seam,"hsla(0, 0%, 58%, 1)"
