Season,season_id,Team,team_id,player_id,Player,stats_url,2B,3B,BB,CG,ER,ERA,G,GS,H,IP,L,R,SO,SV,W
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751045,"Stashak, C",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,0,0,0,0,0,0.00,2,0,0,2.0,0,0,4,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751049,"Brierley, C",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,0,0,2,0,0,0.00,4,0,1,2.2,0,0,5,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1695435,"Long, N",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,0,0,1,0,0,0.00,1,0,0,1.0,0,0,3,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751038,"Liranzo, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,0,0,3,0,1,0.90,8,0,10,10.0,0,1,18,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751043,"Duron, N",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,5,0,11,0,5,2.01,23,0,15,22.1,0,6,36,2,2
ALPB- 2023,34162,Lancaster Barnstormers,3613,1695442,"Tedesco, B",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,0,0,3,0,3,2.25,2,2,13,12.0,1,3,7,0,1
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751044,"Lakins, T",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,1,0,1,0,1,3.00,3,0,5,3.0,1,1,4,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750794,"Reitz, M",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,1,0,2,0,2,3.00,1,1,5,6.0,0,3,3,0,1
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751051,"Adams, M",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,9,2,19,0,18,3.17,51,0,45,51.0,6,25,42,12,3
ALPB- 2023,34162,Lancaster Barnstormers,3613,1230841,"Lakind, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,20,2,63,0,44,3.53,23,21,95,112.0,4,51,99,0,9
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751046,"Swarmer, M",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,4,1,13,0,16,3.69,7,7,30,39.0,1,16,52,0,4
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751041,"Warren, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,6,0,21,0,12,3.76,29,0,19,28.2,4,16,36,0,3
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751040,"Bain, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,12,1,8,0,21,3.78,9,8,48,50.0,2,23,42,0,4
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751037,"Lee, A",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,4,1,15,0,14,4.24,25,0,23,29.2,1,16,40,6,3
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751047,"Marconi, B",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,7,2,34,0,23,4.34,38,0,41,47.2,1,31,53,1,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,876318,"Granitz, G",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,6,0,14,0,16,4.74,26,0,33,30.1,1,19,16,0,2
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750557,"Clarke, B",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,17,0,25,0,40,5.29,39,3,72,68.0,5,49,53,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751036,"Lemoine, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,10,0,11,0,20,5.56,6,6,39,32.1,3,21,19,0,1
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750468,"Teller, B",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,31,4,38,0,79,5.68,22,22,132,125.0,6,79,102,0,11
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750458,"DiSabatino, D",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,20,3,49,0,64,5.89,23,17,102,97.2,8,71,99,1,5
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750759,"Sittinger, B",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,20,0,32,1,54,5.92,31,10,86,82.0,7,58,98,0,5
ALPB- 2023,34162,Lancaster Barnstormers,3613,1695429,"Ball, N",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,30,1,56,1,83,6.26,23,22,143,119.1,6,91,105,0,7
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751052,"Johnston, S",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,6,0,5,0,19,6.57,5,4,26,26.0,2,19,20,0,1
ALPB- 2023,34162,Lancaster Barnstormers,3613,1744152,"Goodson, D",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,0,0,3,0,8,6.96,8,0,10,10.1,0,9,9,1,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750461,"LaPorte, T",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,3,0,11,0,15,7.36,18,0,23,18.1,1,18,13,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750892,"Aker, C",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,3,2,11,0,13,7.46,13,0,19,15.2,1,13,11,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1751039,"Gómez, O",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,2,0,2,0,5,8.43,6,0,7,5.1,0,5,8,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1750745,"Mora, A",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,2,0,2,0,6,13.50,1,1,8,4.0,1,6,4,0,0
ALPB- 2023,34162,Lancaster Barnstormers,3613,1744259,"Hoover, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=34162&view=pitching,1,0,0,0,4,36.00,0,0,5,1.0,0,4,0,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750416,"Castro, C",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,0,0,1,0,0,0.00,0,0,0,1.0,0,0,0,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750943,"Van Gurp, F",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,1,0,20,0,5,1.84,25,0,9,24.1,0,8,36,0,1
ALPB- 2023,34162,Long Island Ducks,3609,1750968,"Chentouf, Y",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,1,0,6,0,2,2.45,6,0,5,7.1,0,2,8,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750974,"Kessler, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,0,0,7,0,2,2.70,8,0,2,6.2,1,3,4,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750980,"Tessitore, C",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,1,0,2,0,1,3.00,3,0,4,3.0,0,2,1,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1357705,"Jose, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,6,2,14,0,19,3.07,54,0,52,55.2,2,25,56,4,6
ALPB- 2023,34162,Long Island Ducks,3609,1750680,"Kennedy, B",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,3,0,2,0,4,3.08,3,3,16,11.2,0,6,16,0,1
ALPB- 2023,34162,Long Island Ducks,3609,1768953,"Alburquerque, A",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,14,2,11,0,18,3.65,50,0,49,44.1,1,20,47,7,6
ALPB- 2023,34162,Long Island Ducks,3609,1750965,"Woods, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,9,2,27,0,25,3.77,11,11,62,59.2,2,27,60,0,7
ALPB- 2023,34162,Long Island Ducks,3609,1708137,"Pinto, W",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,1,0,20,0,7,4.10,8,3,9,15.1,1,9,16,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750973,"Anderson, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,3,0,7,0,8,4.23,18,0,15,17.0,0,10,18,0,1
ALPB- 2023,34162,Long Island Ducks,3609,1750955,"Stock, R",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,17,1,33,1,50,4.39,16,16,103,102.1,4,55,92,0,9
ALPB- 2023,34162,Long Island Ducks,3609,1750969,"Hackimer, T",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,0,0,15,0,9,4.76,20,0,8,17.0,0,9,22,0,1
ALPB- 2023,34162,Long Island Ducks,3609,1727610,"Fishman, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,3,0,4,0,10,4.82,21,0,12,18.2,0,11,19,0,2
ALPB- 2023,34162,Long Island Ducks,3609,1750667,"Tarpley, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,12,0,29,0,39,4.89,14,14,75,71.2,5,49,70,0,4
ALPB- 2023,34162,Long Island Ducks,3609,1750938,"Solter, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,7,1,16,0,19,5.45,6,5,41,31.1,2,23,21,0,2
ALPB- 2023,34162,Long Island Ducks,3609,1750964,"Clarkin, I",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,16,1,35,0,49,5.55,16,16,89,79.1,5,57,84,0,3
ALPB- 2023,34162,Long Island Ducks,3609,1750970,"Hayes, W",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,4,0,18,0,15,5.62,22,0,21,24.0,0,16,19,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750960,"Lobstein, K",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,15,3,42,0,56,5.66,37,12,106,89.0,5,62,81,0,5
ALPB- 2023,34162,Long Island Ducks,3609,1750689,"Varela, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,1,0,3,0,8,5.83,6,0,14,12.1,0,10,9,1,0
ALPB- 2023,34162,Long Island Ducks,3609,1750967,"Regnault, K",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,0,0,2,0,2,6.00,3,0,4,3.0,0,2,3,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750976,"Courtney, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,2,1,4,0,11,6.18,7,3,17,16.0,3,11,18,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1743144,"Alintoff, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,22,1,28,0,56,6.24,35,8,107,80.2,3,56,54,1,2
ALPB- 2023,34162,Long Island Ducks,3609,1750046,"Iorio, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,28,3,34,0,74,6.44,25,19,140,103.1,9,85,68,0,5
ALPB- 2023,34162,Long Island Ducks,3609,1750195,"Cepeda, C",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,4,1,9,0,18,7.04,11,1,32,23.0,2,19,13,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750958,"Quackenbush, K",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,11,0,12,0,32,7.08,40,0,49,40.2,3,37,41,14,6
ALPB- 2023,34162,Long Island Ducks,3609,1750588,"Kuzia, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,10,1,22,0,35,7.21,40,0,61,43.2,3,37,39,0,2
ALPB- 2023,34162,Long Island Ducks,3609,1750966,"Yacabonis, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,2,0,4,0,4,9.00,4,0,3,4.0,0,4,4,1,0
ALPB- 2023,34162,Long Island Ducks,3609,1750705,"Mills, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,8,0,14,0,27,9.34,6,4,38,26.0,1,28,15,1,1
ALPB- 2023,34162,Long Island Ducks,3609,1750981,"Voight, A",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,2,0,9,0,13,9.48,3,2,10,12.1,1,13,9,0,1
ALPB- 2023,34162,Long Island Ducks,3609,1750722,"Gonzalez, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,5,1,9,0,12,12.46,2,2,14,8.2,1,13,14,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750052,"Harkin, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,4,0,5,0,22,12.63,4,4,28,15.2,3,24,20,0,1
ALPB- 2023,34162,Long Island Ducks,3609,1750679,"Pike, G",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,1,0,6,0,6,27.00,1,1,1,2.0,1,6,0,0,0
ALPB- 2023,34162,Long Island Ducks,3609,1750379,"Vogel, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34162&view=pitching,2,0,2,0,5,135.00,1,0,3,0.1,0,5,0,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750989,"Scrubb, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,4,0,10,0,5,1.51,26,0,18,29.2,2,13,36,8,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750329,"Lambson, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,6,0,12,0,14,2.33,8,8,45,54.0,0,16,38,0,6
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750035,"Fuller, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,5,0,9,0,7,2.66,22,0,20,23.2,0,7,26,1,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750983,"Rondón, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,4,0,9,0,8,2.76,25,0,24,26.0,2,10,31,12,2
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1306741,"Westphal, L",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,0,0,5,0,2,3.00,5,0,4,6.0,0,2,7,0,2
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750999,"Pucheu, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,9,1,16,0,14,3.12,34,0,34,40.1,2,17,48,2,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750992,"Mattson, I",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,4,1,8,0,7,3.31,18,0,12,19.0,1,7,24,3,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1751001,"Johnston, S",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,13,0,16,1,29,3.65,11,11,66,71.1,3,32,38,0,5
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1751000,"Shenefield, H",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,0,0,2,0,3,3.85,7,0,9,7.0,1,4,6,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750987,"Kahaloa, I",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,26,1,52,2,68,4.04,24,24,127,151.1,9,78,143,0,10
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1751004,"Burch, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,2,0,16,0,14,4.39,6,6,30,28.2,3,14,19,0,3
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750982,"Estrada, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,13,0,18,1,33,4.71,28,5,76,63.0,4,36,36,0,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750094,"O'Sullivan, L",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,17,0,21,1,45,4.74,14,14,99,85.1,5,50,49,0,9
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1697253,"Thompson, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,34,2,9,1,59,4.88,17,17,129,108.2,3,65,66,0,6
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750986,"Cabrera, S",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,16,0,20,0,28,5.17,8,8,48,48.2,4,29,31,0,3
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750065,"Briceno, E",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,5,1,8,0,9,5.28,11,0,19,15.1,1,13,24,4,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750705,"Mills, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,6,2,33,0,31,5.33,12,8,47,52.1,3,32,35,0,3
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750321,"Dykstra, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,4,0,12,0,13,5.40,21,0,22,21.2,2,14,19,3,2
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750991,"Dibrell, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,21,0,48,0,53,5.98,13,13,69,79.2,8,55,84,0,2
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750984,"Solomon, W",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,1,0,5,0,11,6.31,13,0,28,15.2,1,12,11,0,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750277,"Martin, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,1,0,14,0,9,6.56,10,0,9,12.1,0,11,9,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750994,"Gilliland, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,6,2,29,0,28,6.57,28,0,46,38.1,1,29,32,0,1
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750534,"Uskali, N",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,16,0,22,0,34,7.34,8,8,55,41.2,3,34,27,0,3
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750892,"Aker, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,1,0,14,0,10,7.94,6,1,7,11.1,0,11,7,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750985,"Rios, W",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,7,0,19,0,19,8.27,15,3,33,20.2,3,30,16,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750995,"Semones, F",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,1,0,1,0,1,9.00,0,0,4,1.0,0,3,0,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1750990,"Alexy, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,2,0,11,0,7,11.81,6,0,3,5.1,1,7,8,0,0
ALPB- 2023,34162,Southern Maryland Blue Crabs,3608,1751002,"Gleeson, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34162&view=pitching,2,0,10,0,15,21.31,6,0,15,6.1,0,16,9,0,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1716479,"Baldwin, R",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,0,0,0,0,0,0.00,0,0,2,1.0,0,0,2,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751023,"Kueber, G",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,0,0,0,0,0,0.00,0,0,0,1.0,0,0,0,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751009,"McGowin, K",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,0,0,0,0,0,0.00,1,1,0,5.0,0,0,11,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750921,"Castro, L",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,0,0,1,0,0,0.00,0,0,3,2.0,0,0,0,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750788,"Hiraldo, Y",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,1,0,0,0,1,1.28,7,0,3,7.0,0,1,8,2,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751020,"Gross, A",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,5,0,10,0,4,1.50,22,0,18,24.0,2,11,24,4,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750632,"Ramirez, W",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,1,0,17,0,5,1.70,26,0,9,26.1,1,6,49,4,2
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751011,"Ogando, C",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,2,0,5,0,2,2.57,6,0,4,7.0,0,3,9,1,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1696381,"Kirwan, W",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,3,0,13,0,8,3.08,20,0,22,23.1,1,11,16,0,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750663,"Capuano, C",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,25,1,46,0,50,3.82,22,19,112,117.2,4,53,118,0,10
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751017,"Hartman, R",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,25,0,23,0,39,3.92,17,16,92,89.1,6,44,64,0,6
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751008,"Payano, P",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,7,0,22,0,15,3.97,35,0,35,34.0,6,19,38,8,2
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750888,"Pineyro, I",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,26,1,28,0,44,4.13,22,17,102,95.2,3,51,58,0,6
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750639,"Cespedes, R",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,0,0,1,0,1,4.50,0,0,4,2.0,0,1,2,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1717506,"Remington, J",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,25,1,53,0,55,5.13,18,18,109,96.1,6,69,64,0,7
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751033,"Mitschele, R",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,7,1,21,0,19,5.76,22,0,30,29.2,2,22,36,1,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1697463,"Bugg, P",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,3,0,4,0,6,6.00,8,0,9,9.0,0,6,16,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750498,"Crawford, J",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,1,1,5,0,5,6.13,2,2,12,7.1,1,8,5,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751012,"Peralta, O",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,11,2,30,0,30,6.48,12,9,44,41.2,4,31,35,0,2
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1748817,"Allegretti, C",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,7,2,27,0,29,6.58,28,0,40,39.2,3,30,43,0,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750647,"Aiello, V",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,23,2,36,0,48,7.12,48,1,79,60.2,2,55,62,1,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1696385,"Quattrocchi, A",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,13,1,51,0,47,7.69,37,7,60,55.0,4,52,34,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750144,"Katz, A",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,6,1,19,0,23,7.76,22,0,28,26.2,2,24,30,0,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751013,"DeCarr, A",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,9,0,21,0,22,7.81,6,6,27,25.1,6,24,20,0,0
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1697187,"Santana, E",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,4,0,12,0,9,7.83,11,0,11,10.1,1,9,6,0,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751021,"Loubier, S",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,6,0,33,0,36,8.10,20,4,53,40.0,2,37,28,0,2
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750698,"Quinn, P",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,1,0,15,0,14,8.59,14,0,20,14.2,0,14,15,1,2
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1750657,"Simpson, J",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,3,1,11,0,13,8.77,4,4,17,13.1,2,14,9,0,1
ALPB- 2023,34162,Staten Island Ferry Hawks,163526,1751022,"Beardsley, N",https://baseball.pointstreak.com/team_stats.html?teamid=163526&seasonid=34162&view=pitching,18,5,46,0,56,9.39,13,11,75,53.2,7,59,31,0,2
