Season,season_id,Team,team_id,player_id,Player,stats_url,2B,3B,BB,CG,ER,ERA,G,GS,H,IP,L,R,SO,SV,W
ALPB- 2021,34146,York Revolution,3614,1750425,"Vargas, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,0,0,1,0,0,0.00,2,0,3,2.1,0,0,2,0,0
ALPB- 2021,34146,York Revolution,3614,1750409,"Sanabia, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,6,0,11,1,9,2.43,6,6,27,33.1,0,10,24,0,3
ALPB- 2021,34146,York Revolution,3614,1750035,"Fuller, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,7,0,16,0,17,3.08,49,0,53,49.2,3,25,51,29,3
ALPB- 2021,34146,York Revolution,3614,460210,"Paredes, E",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,6,1,17,0,12,3.37,35,0,22,32.0,1,15,32,1,1
ALPB- 2021,34146,York Revolution,3614,1750350,"Nicely, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,24,1,50,1,59,3.73,24,23,151,142.0,9,81,75,0,9
ALPB- 2021,34146,York Revolution,3614,1247863,"Rodriguez, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,8,1,35,0,26,4.10,54,0,48,57.0,4,33,59,0,6
ALPB- 2021,34146,York Revolution,3614,1750420,"Cruz, I",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,5,0,11,0,11,4.24,26,0,17,23.1,2,13,25,1,1
ALPB- 2021,34146,York Revolution,3614,964713,"Fry, B",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,9,1,26,0,23,4.28,47,0,44,48.1,2,30,38,0,3
ALPB- 2021,34146,York Revolution,3614,1750411,"Sanchez, I",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,8,1,25,0,25,5.03,44,0,52,44.2,0,30,53,0,4
ALPB- 2021,34146,York Revolution,3614,1750431,"Sanchez, L",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,6,0,17,0,17,5.33,20,2,29,28.2,1,19,20,0,2
ALPB- 2021,34146,York Revolution,3614,1750422,"Rossman, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,2,2,25,0,20,5.40,36,0,26,33.1,3,23,48,0,4
ALPB- 2021,34146,York Revolution,3614,1750412,"Rivera, E",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,17,1,72,1,58,5.47,33,13,81,95.1,4,67,100,1,6
ALPB- 2021,34146,York Revolution,3614,1750348,"Von Schamann, D",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,33,1,38,0,95,6.13,24,24,184,139.1,9,108,61,0,5
ALPB- 2021,34146,York Revolution,3614,1745411,"Capellan, V",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,5,1,9,0,26,6.32,37,0,44,37.0,3,27,32,2,3
ALPB- 2021,34146,York Revolution,3614,1750437,"Lara, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,7,0,26,0,39,8.70,9,9,57,40.1,3,44,14,0,2
ALPB- 2021,34146,York Revolution,3614,1750427,"Herrera, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,8,1,31,0,43,8.79,10,9,53,44.0,4,45,19,0,2
ALPB- 2021,34146,York Revolution,3614,1750368,"Steinfort, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,9,1,61,0,48,8.87,11,11,49,48.2,4,54,29,0,1
ALPB- 2021,34146,York Revolution,3614,1750435,"Bell, B",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,5,0,16,0,31,9.96,15,3,42,28.0,3,37,17,0,0
ALPB- 2021,34146,York Revolution,3614,1750369,"Welch, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,15,2,61,0,61,10.04,18,13,82,54.2,6,75,19,0,1
ALPB- 2021,34146,York Revolution,3614,1750421,"Abreu, G",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,3,0,2,0,5,10.38,2,2,11,4.1,0,9,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750428,"Cuevas, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,2,0,11,0,8,11.36,4,0,9,6.1,1,8,9,0,0
ALPB- 2021,34146,York Revolution,3614,1750438,"Hernandez, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,0,0,3,0,3,11.57,2,0,5,2.1,0,3,2,0,0
ALPB- 2021,34146,York Revolution,3614,1750430,"Lopez, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,4,0,24,0,18,12.15,4,4,18,13.1,1,24,2,0,0
ALPB- 2021,34146,York Revolution,3614,1750439,"McFeggan, S",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146&view=pitching,1,0,4,0,2,27.00,1,1,1,0.2,1,2,0,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,885062,"Reyes, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,0,0,0,0,0,0.00,0,0,0,2.1,0,0,1,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750574,"Pence, T",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,0,0,2,0,0,0.00,1,0,0,1.0,0,0,1,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750548,"Manoah, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,0,0,0,0,0.00,3,0,2,4.0,0,0,6,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750115,"Weinberger, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,0,8,0,1,1.08,7,0,5,8.1,0,2,12,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750545,"Blair, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,0,0,3,0,1,1.80,1,1,3,5.0,0,1,6,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750228,"Broadway, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,3,0,11,0,11,2.30,39,0,32,43.0,2,15,46,14,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1255450,"Rincon, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,0,20,0,8,2.48,28,0,19,29.0,0,10,31,3,6
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750108,"Hernandez, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,0,6,0,4,2.57,3,3,9,14.0,0,5,23,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750539,"Moreno, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,0,1,0,4,3.37,9,0,8,10.2,0,5,15,5,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,780623,"Quirarte, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,1,17,0,11,3.45,19,0,25,28.2,1,18,29,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750537,"Leon, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,1,6,0,5,3.55,11,0,8,12.2,0,5,7,3,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1747314,"Guzman, L",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,8,0,16,0,15,3.85,33,0,29,35.0,0,15,46,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,295628,"Kubiak, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,10,0,15,0,21,4.29,9,9,37,44.0,3,24,36,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750106,"Sikula, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,23,8,35,0,66,4.34,24,24,127,136.2,7,74,103,0,11
ALPB- 2021,34146,Charleston Dirty Birds,163527,1089146,"Villanueva, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,22,2,40,1,48,4.39,18,18,99,98.1,4,64,88,0,4
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750110,"Cabrera, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,6,0,34,0,22,4.56,0,1,35,43.1,4,28,46,1,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1289937,"Machi, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,4,0,1,0,6,5.22,11,0,15,10.1,1,9,14,3,2
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750104,"Testa, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,15,1,18,0,32,5.76,17,6,56,50.0,4,33,51,0,5
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750546,"Povse, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,9,1,21,0,33,5.82,22,7,49,51.0,2,36,42,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750114,"Harrison, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,4,0,9,0,9,5.92,0,2,18,13.2,2,11,11,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750109,"Freese, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,10,0,16,0,15,5.95,11,1,21,22.2,3,22,17,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750549,"Harris, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,6,1,12,0,16,6.00,8,5,27,24.0,2,17,12,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1002235,"Candelario, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,13,3,37,0,38,6.10,14,11,72,56.0,5,50,53,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750116,"Kubiuk, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,1,3,0,3,6.23,4,0,7,4.1,1,3,5,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750550,"Conger, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,0,13,0,10,6.27,12,0,12,14.1,0,10,20,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750351,"Young, P",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,0,17,0,10,6.92,14,0,6,13.0,1,11,16,1,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1749456,"Hollon, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,4,0,11,0,14,7.26,4,4,21,17.1,1,17,23,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750112,"Tannenbaum, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,12,0,18,0,32,7.71,25,0,43,37.1,0,33,26,0,2
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750557,"Clarke, B",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,5,2,25,0,22,8.13,11,4,31,24.1,2,32,21,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750543,"Foriest, N",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,0,0,6,0,3,9.00,4,0,1,3.0,0,3,2,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750113,"Rosario, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,11,1,31,0,30,9.31,15,3,42,29.0,3,35,21,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750540,"Cervenka, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,1,6,0,8,9.39,7,0,8,7.2,0,8,4,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750551,"Figueroa, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,14,0,31,0,50,10.38,12,11,60,43.1,6,54,28,0,2
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750571,"Bivens, S",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,3,0,5,0,7,10.50,3,1,11,6.0,0,7,7,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750547,"Siverio, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,7,0,4,0,20,10.58,4,4,27,17.0,3,24,12,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750542,"Ortega, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,0,6,0,6,10.80,4,0,5,5.0,0,6,3,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750111,"Bethancourt, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,2,0,15,0,15,12.27,0,0,18,11.0,1,22,6,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750558,"Knight, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,3,0,16,0,17,12.40,13,0,18,12.1,1,18,8,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750538,"Corpas, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,9,2,12,0,26,13.00,4,4,35,18.0,2,26,11,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1135043,"Reda, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,1,0,1,0,3,13.50,0,0,5,2.0,0,3,1,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750554,"Vasquez, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,0,0,2,0,3,20.25,2,0,2,1.1,0,3,0,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750565,"Roberts, T",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146&view=pitching,0,0,9,0,6,23.14,1,1,2,2.1,1,6,1,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750580,"Skole, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,0,0,0,0.00,0,0,1,2.2,0,0,0,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750576,"Harris, T",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,0,0,0,0.00,2,0,0,2.0,0,0,1,0,1
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750577,"Scott, R",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,1,0,12,0,3,1.62,15,0,11,16.2,1,7,18,6,2
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750582,"Lee, C",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,0,0,1,1.80,1,1,3,5.0,0,1,6,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750594,"Farfan, O",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,1,2,0,2,2.07,9,0,7,8.2,2,2,8,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1357705,"Jose, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,3,0,3,0,6,2.61,16,0,19,20.2,0,7,23,5,1
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750607,"Marsili, M",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,4,0,1,2.70,2,0,0,3.1,0,1,3,0,1
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750586,"Hovis, P",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,3,0,9,1,8,2.95,6,3,16,24.1,2,8,21,0,1
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1745418,"Williams, M",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,1,0,1,0,1,3.37,0,0,2,2.2,0,1,1,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750591,"Hart, D",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,3,0,8,0,8,3.48,22,0,19,20.2,2,10,26,2,2
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750609,"Caporice, R",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,9,0,2,3.60,5,0,5,5.0,0,3,3,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750365,"Burton, S",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,6,0,29,1,26,5.57,8,7,37,42.0,2,27,32,0,3
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750612,"Merkel, A",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,15,2,52,0,49,5.67,20,16,68,77.2,3,57,74,0,6
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750597,"German, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,2,0,16,0,15,5.70,17,0,22,23.2,3,24,21,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750592,"Earls, K",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,9,0,24,0,29,5.93,36,0,52,44.0,2,31,52,4,6
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750294,"Anderson, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,4,3,20,0,25,6.55,6,6,43,34.1,3,26,25,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750601,"Herrera, A",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,10,0,12,0,20,6.58,6,6,36,27.1,5,25,17,0,1
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1271725,"Peguero, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,12,1,47,0,59,6.63,33,12,93,80.0,5,61,72,0,4
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750598,"Glorius, A",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,11,0,55,0,59,6.66,17,17,102,79.2,2,60,62,0,5
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750585,"Callahan, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,3,0,17,0,18,7.04,26,0,33,23.0,0,23,25,0,2
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750602,"Custodio, R",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,11,2,27,0,26,7.23,27,0,41,32.1,1,26,18,0,4
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750620,"Bivens, S",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,12,0,31,0,60,7.26,14,14,106,74.1,8,71,62,0,4
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750584,"Brice, C",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,4,0,21,0,14,7.41,16,0,14,17.0,0,15,15,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750581,"Leyer, E",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,5,0,30,0,36,7.96,21,3,46,40.2,1,37,47,0,4
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750619,"Knoten, B",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,6,1,10,0,20,8.43,13,1,41,21.1,1,29,7,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1696381,"Kirwan, W",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,22,1,78,0,89,8.67,28,16,114,92.1,8,95,58,1,6
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750611,"Goco, T",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,10,0,26,0,25,8.76,24,0,41,25.2,2,29,17,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1002235,"Candelario, A",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,15,0,19,0,35,9.74,9,7,50,32.1,4,36,21,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750578,"Gause, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,6,0,19,0,36,10.45,7,7,49,31.0,2,42,19,0,1
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750600,"Garcia, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,7,1,21,0,31,10.59,17,3,42,26.1,2,36,16,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750610,"Farkas, S",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,5,1,17,0,21,10.69,11,1,24,17.2,1,24,14,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750596,"Ingram, C",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,5,0,15,0,19,11.40,13,0,25,15.0,2,20,5,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750621,"Polanco, D",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,3,0,11,0,15,13.50,10,0,14,10.0,0,15,13,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750588,"Kuzia, J",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,5,1,28,0,37,14.91,20,0,32,22.1,2,40,23,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750617,"Schweppe, I",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,3,0,4,15.42,3,0,4,2.1,0,4,1,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1695409,"Geraldo, M",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,3,0,3,27.00,0,0,4,1.0,0,6,1,0,0
ALPB- 2021,34146,Gastonia Honey Hunters,163528,1750050,"Powell, H",https://baseball.pointstreak.com/team_stats.html?teamid=163528&seasonid=34146&view=pitching,0,0,3,0,4,108.00,0,0,3,0.1,0,4,0,0,0
ALPB- 2021,34146,High Point Rockers,163529,1750500,"Sanchez, I",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,0,0,4,0,0,0.00,3,0,3,4.2,0,0,6,0,1
ALPB- 2021,34146,High Point Rockers,163529,1750495,"Petricka, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,0,0,0,0,0,0.00,1,0,1,1.0,0,0,1,1,0
ALPB- 2021,34146,High Point Rockers,163529,1750531,"Gulino, M",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,0,0,0,0,0,0.00,0,0,0,1.0,0,0,1,0,0
ALPB- 2021,34146,High Point Rockers,163529,1750492,"Jackson, E",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,0,0,0,0,0,0.00,1,0,0,1.0,0,0,1,0,0
ALPB- 2021,34146,High Point Rockers,163529,1750494,"Robertson, D",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,0,0,2,0,0,0.00,2,0,0,2.2,0,0,2,0,1
ALPB- 2021,34146,High Point Rockers,163529,1306741,"Westphal, L",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,3,0,18,0,5,1.39,6,6,19,32.1,1,7,40,0,3
ALPB- 2021,34146,High Point Rockers,163529,1750507,"Karalus, R",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,4,0,5,0,2,2.00,6,0,6,9.0,1,2,8,0,0
ALPB- 2021,34146,High Point Rockers,163529,1750499,"Fasola, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,1,0,3,0,4,2.63,13,0,12,13.2,0,4,14,2,0
ALPB- 2021,34146,High Point Rockers,163529,1750498,"Crawford, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,1,0,13,0,7,2.70,21,0,14,23.1,0,8,33,0,4
ALPB- 2021,34146,High Point Rockers,163529,1750509,"Brazobán, H",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,3,0,6,0,5,2.81,16,0,16,16.0,1,6,18,0,1
ALPB- 2021,34146,High Point Rockers,163529,1750510,"Dull, R",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,3,0,3,0,5,2.87,16,0,13,15.2,1,8,26,0,1
ALPB- 2021,34146,High Point Rockers,163529,1750193,"Halbohn, K",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,2,0,11,0,16,3.34,45,0,34,43.0,1,19,42,13,1
ALPB- 2021,34146,High Point Rockers,163529,1750508,"Gainey, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,5,0,15,0,8,3.72,20,0,15,19.1,1,8,31,7,1
ALPB- 2021,34146,High Point Rockers,163529,1696976,"McGrane, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,2,0,2,0,3,3.85,7,0,6,7.0,0,3,12,0,0
ALPB- 2021,34146,High Point Rockers,163529,1750516,"James, D",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,2,1,2,0,5,3.97,12,0,12,11.1,1,5,10,1,0
ALPB- 2021,34146,High Point Rockers,163529,1750496,"Manzueta, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,2,0,6,0,7,4.10,3,3,14,15.1,1,11,21,0,1
ALPB- 2021,34146,High Point Rockers,163529,1750522,"Hennessey, J",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,3,0,26,0,11,4.18,19,2,14,23.2,2,11,30,0,1
ALPB- 2021,34146,High Point Rockers,163529,1750534,"Uskali, N",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,5,1,8,0,6,4.26,8,3,19,12.2,1,6,8,0,2
ALPB- 2021,34146,High Point Rockers,163529,1749707,"Atkins, M",https://baseball.pointstreak.com/team_stats.html?teamid=163529&seasonid=34146&view=pitching,6,1,5,0,17,4.37,9,8,36,35.0,1,19,30,0,2
