Season,season_id,Team,team_id,player_id,Player,stats_url,2B,3B,AB,AVG,BB,CS,DP,E,G,H,HBP,HR,P,R,RBI,SB,SF,SH,SO
ALPB- 2021,34146,Long Island Ducks,3609,1750378,"Rosati, A",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146,0,0,0,.000,0,0,0,0,6,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Long Island Ducks,3609,1750355,"Eusebio, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146,0,0,0,.000,0,0,0,0,7,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Long Island Ducks,3609,1231443,"Raftery, D",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146,0,0,0,.000,0,0,0,0,5,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Long Island Ducks,3609,1717899,"DeSanti, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=34146,0,0,0,.000,0,0,0,0,7,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750365,"Burton, S",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,2,.500,0,0,0,1,1,1,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750392,"Eregua, G",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,2,.500,0,0,0,0,14,1,0,0,P,0,1,0,0,0,1
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750398,"Lee, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,16,.438,1,0,0,0,4,7,1,1,LF,3,2,1,0,0,7
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,962752,"Silva, R",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,12,5,306,.353,19,2,7,7,75,108,1,12,CF,55,50,6,2,3,58
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1715265,"Howard, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,3,0,54,.333,6,1,1,3,21,18,3,4,2B,12,12,1,1,0,17
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750064,"Collier, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,25,6,290,.324,53,3,0,1,88,94,16,14,CF,75,57,8,4,0,75
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750107,"Pizzano, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,6,0,142,.324,33,1,6,1,46,46,1,5,LF,21,24,1,3,0,16
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750077,"Crosby, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,26,0,377,.321,27,3,6,9,104,121,11,13,1B,74,67,6,1,2,50
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750078,"Deluca, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,21,2,370,.305,31,2,4,8,114,113,11,16,C,53,70,3,4,3,78
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1745418,"Williams, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,14,.286,2,0,0,1,5,4,1,1,RF,2,2,0,0,0,5
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750066,"McAdams, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,17,0,398,.271,50,2,10,22,116,108,9,22,RF,66,89,5,7,0,107
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1716577,"Baca, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,18,3,355,.270,38,4,5,18,106,96,15,5,2B,56,46,9,4,5,46
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1697270,"Hibbert, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,9,0,230,.270,42,1,3,1,74,62,23,3,OF,57,18,6,4,2,57
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750074,"Trejo, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,5,4,145,.269,20,1,2,2,53,39,2,3,OF,22,23,12,1,0,42
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750395,"Harris, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,18,2,379,.269,34,1,8,4,105,102,8,15,IF,67,78,3,5,0,73
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750407,"Marshall, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,1,0,69,.261,7,0,0,1,36,18,1,0,X,6,8,0,0,1,24
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,953475,"Rosa, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,3,0,127,.252,9,0,4,3,40,32,3,4,3B,22,18,0,1,0,23
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750067,"Nathans, T",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,1,0,48,.250,5,0,2,1,17,12,1,3,LF,10,10,0,0,0,7
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750075,"Blackstone, K",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,11,1,265,.219,41,3,5,12,89,58,5,8,2B,47,34,8,2,4,58
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750404,"Decker, W",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,2,1,70,.186,9,1,0,1,34,13,2,0,OF,8,6,1,0,1,13
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750399,"Luce, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,8,0,134,.179,10,1,4,3,53,24,2,1,OF,12,10,0,0,1,41
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750400,"Scott, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,1,0,28,.143,11,0,1,0,18,4,0,0,CF,6,2,1,0,0,15
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750079,"Butcher, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,1,0,44,.114,5,0,1,1,28,5,1,0,C,5,6,0,0,0,15
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750408,"Whatley, K",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,8,.000,0,0,0,0,6,0,0,0,SS,0,1,0,0,0,2
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750081,"Strayer, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,4,.000,0,0,0,1,18,0,0,0,P,0,0,0,0,0,3
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750401,"Roeder, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750068,"Bivens, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,1,9,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750394,"Leiva, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750080,"Tracy, T",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,3,.000,0,0,0,0,17,0,0,0,P,0,0,0,0,0,2
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750073,"Brammer, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,0,9,0,0,0,P,0,0,0,0,1,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750396,"Siverio, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1749713,"Latos, M",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,3,.000,0,0,0,0,44,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750070,"Baker, P",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,9,.000,0,0,0,0,33,0,0,0,P,0,0,0,0,0,9
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750065,"Briceno, E",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,3,.000,1,0,0,0,50,0,0,0,P,0,0,0,0,2,2
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750405,"Caporice, R",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,0,3,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750069,"Mahoney, K",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,1,.000,0,0,0,1,6,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,827601,"Galvez, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,7,.000,3,0,0,0,3,0,0,0,3B,3,0,0,0,0,1
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750406,"Dickt, R",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,1,.000,1,0,0,0,3,0,0,0,C,0,0,0,0,0,1
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750076,"Cook, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,0,3,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750071,"Geekie, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,6,.000,0,0,0,2,43,0,0,0,P,0,0,0,0,0,3
ALPB- 2021,34146,Southern Maryland Blue Crabs,3608,1750390,"Diaz, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=34146,0,0,0,.000,0,0,0,1,30,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750431,"Sanchez, L",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,1,1.000,0,0,0,0,18,1,0,0,P,1,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750424,"Figuera, E",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,3,1,31,.355,6,0,1,2,12,11,3,0,SS,13,6,3,0,0,5
ALPB- 2021,34146,York Revolution,3614,1750416,"Castro, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,12,3,261,.352,16,0,9,6,70,92,4,17,C,47,59,0,5,0,50
ALPB- 2021,34146,York Revolution,3614,1750428,"Cuevas, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,3,.333,0,0,0,0,4,1,0,0,P,1,1,0,0,0,2
ALPB- 2021,34146,York Revolution,3614,1750339,"Mesa, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,25,1,333,.330,34,0,11,4,92,110,3,18,LF,67,79,0,7,0,76
ALPB- 2021,34146,York Revolution,3614,1750180,"Reynolds, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,4,2,72,.319,3,0,1,2,21,23,1,3,2B,18,11,2,0,0,12
ALPB- 2021,34146,York Revolution,3614,1750414,"Rodriguez, N",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,14,0,310,.316,72,0,5,6,91,98,7,25,1B,65,81,0,6,0,94
ALPB- 2021,34146,York Revolution,3614,1750343,"Franco, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,9,0,167,.311,49,1,2,9,51,52,1,13,1B,38,56,0,2,0,54
ALPB- 2021,34146,York Revolution,3614,1695969,"Gregorio, O",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,7,2,262,.309,20,1,7,16,72,81,1,9,2B,47,34,1,7,5,61
ALPB- 2021,34146,York Revolution,3614,1745092,"Dotel, W",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,19,1,303,.307,23,2,8,4,98,93,3,9,OF,46,37,17,1,1,98
ALPB- 2021,34146,York Revolution,3614,1750419,"Sanchez, Y",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,4,1,134,.299,20,2,2,21,37,40,1,5,SS,28,22,2,2,0,35
ALPB- 2021,34146,York Revolution,3614,1750426,"Encarnacion, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,18,5,244,.295,27,3,6,3,86,72,1,9,3B,44,51,14,2,0,87
ALPB- 2021,34146,York Revolution,3614,1750432,"Kenley, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,22,4,319,.288,68,0,6,15,96,92,5,12,SS,66,57,4,6,1,80
ALPB- 2021,34146,York Revolution,3614,1750415,"Crawford, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,5,0,60,.283,11,0,1,1,16,17,1,2,CF,16,10,3,0,0,17
ALPB- 2021,34146,York Revolution,3614,1750413,"Harris, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,20,1,350,.280,66,6,7,4,96,98,9,14,CF,74,56,18,4,0,90
ALPB- 2021,34146,York Revolution,3614,1750418,"Herrera, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,19,1,242,.256,22,0,8,15,83,62,4,9,3B,42,40,0,1,0,71
ALPB- 2021,34146,York Revolution,3614,1750434,"Hill, T",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,7,1,155,.252,22,0,3,1,58,39,4,2,C,22,25,0,2,0,49
ALPB- 2021,34146,York Revolution,3614,1750350,"Nicely, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,4,.250,0,0,1,3,4,1,0,0,P,0,0,0,0,0,1
ALPB- 2021,34146,York Revolution,3614,1750427,"Herrera, Jh",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,4,.250,1,0,0,0,7,1,0,0,P,0,0,0,0,0,1
ALPB- 2021,34146,York Revolution,3614,1750411,"Sanchez, I",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,4,.250,1,0,0,1,45,1,0,0,P,1,0,0,0,0,3
ALPB- 2021,34146,York Revolution,3614,1750089,"Sandford, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,2,1,289,.228,45,12,2,9,82,66,7,1,OF,58,14,55,1,5,51
ALPB- 2021,34146,York Revolution,3614,1750436,"Dundon, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,4,0,111,.216,36,1,3,6,66,24,3,3,IF,16,24,0,3,1,33
ALPB- 2021,34146,York Revolution,3614,1750423,"Rodriguez, L",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,8,0,156,.205,23,0,5,7,62,32,3,1,C,21,13,0,3,2,32
ALPB- 2021,34146,York Revolution,3614,1750412,"Rivera, E",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,1,0,5,.200,1,0,1,1,20,1,0,0,P,1,0,0,0,1,3
ALPB- 2021,34146,York Revolution,3614,1750429,"Espinal, W",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,4,0,70,.186,3,0,2,3,27,13,1,3,SS,7,8,0,0,0,29
ALPB- 2021,34146,York Revolution,3614,1750433,"Vazquez, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,27,.185,12,1,2,4,15,5,0,0,SS,4,2,2,0,1,13
ALPB- 2021,34146,York Revolution,3614,1247863,"Rodriguez, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,1,0,6,.167,0,0,0,0,54,1,0,0,P,0,2,0,0,0,5
ALPB- 2021,34146,York Revolution,3614,1750410,"Vitters, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,51,.157,6,0,2,6,20,8,1,0,3B,6,5,0,1,0,22
ALPB- 2021,34146,York Revolution,3614,1750417,"Sansone, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,39,.128,3,0,0,1,12,5,0,2,2B,3,6,2,0,0,16
ALPB- 2021,34146,York Revolution,3614,1750369,"Welch, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,0,0,0,4,5,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1745411,"Capellan, V",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,1,0,0,0,37,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,460210,"Paredes, E",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,1,0,0,1,34,0,0,0,P,1,1,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750438,"Hernandez, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,1,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,1
ALPB- 2021,34146,York Revolution,3614,1697187,"Santana, E",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750422,"Rossman, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,0,0,0,0,36,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,964713,"Fry, B",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,3,.000,1,0,0,0,47,0,0,0,P,0,0,0,0,0,2
ALPB- 2021,34146,York Revolution,3614,1750035,"Fuller, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,2,.000,0,0,0,0,49,0,0,0,P,0,0,0,0,0,1
ALPB- 2021,34146,York Revolution,3614,1750420,"Cruz, I",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,2,.000,0,0,0,1,26,0,0,0,P,0,0,0,0,0,1
ALPB- 2021,34146,York Revolution,3614,1750440,"Palais, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750425,"Vargas, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,York Revolution,3614,1750435,"Bell, B",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=34146,0,0,3,.000,1,0,0,0,12,0,0,0,P,0,0,0,0,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1231269,"Tabata, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,7,0,82,.354,12,0,5,0,28,29,2,4,LF,15,18,0,2,0,10
ALPB- 2021,34146,Charleston Dirty Birds,163527,1226786,"Martinez, T",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,31,0,384,.339,47,7,8,2,101,130,4,5,CF,66,53,9,3,0,30
ALPB- 2021,34146,Charleston Dirty Birds,163527,1107109,"Callaspo, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,18,3,334,.335,90,0,8,15,99,112,4,6,3B,62,57,0,6,0,30
ALPB- 2021,34146,Charleston Dirty Birds,163527,780623,"Quirarte, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,3,.333,1,0,0,0,19,1,0,0,P,2,1,0,0,3,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750107,"Pizzano, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,4,0,40,.325,3,0,0,1,14,13,0,0,LF,5,3,0,0,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1083777,"Rosario, O",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,4,0,155,.323,18,0,7,2,44,50,1,7,SS,26,26,2,2,0,15
ALPB- 2021,34146,Charleston Dirty Birds,163527,1716478,"Paredes, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,18,1,279,.308,35,4,6,15,79,86,2,17,DH,55,68,3,5,0,71
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750105,"Espinal, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,19,0,358,.307,29,0,11,6,95,110,2,10,1B,46,66,0,4,0,52
ALPB- 2021,34146,Charleston Dirty Birds,163527,1764620,"Kelly, S",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,7,0,232,.306,33,5,4,9,65,71,10,4,SS,47,30,9,3,4,39
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750103,"Liriano, R",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,18,2,290,.297,57,2,9,5,101,86,3,9,RF,53,42,5,2,0,76
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750102,"Arcia, F",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,3,0,89,.281,10,1,1,2,27,25,2,2,C,16,10,0,1,0,19
ALPB- 2021,34146,Charleston Dirty Birds,163527,960128,"Gonzalez, Y",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,18,0,223,.269,24,0,10,3,65,60,3,3,C,33,34,0,2,0,35
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750553,"Myers, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,7,2,180,.267,19,2,3,2,48,48,4,3,OF,38,17,18,4,2,51
ALPB- 2021,34146,Charleston Dirty Birds,163527,962752,"Silva, R",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,7,0,137,.263,6,1,6,4,37,36,0,6,CF,15,21,4,0,1,31
ALPB- 2021,34146,Charleston Dirty Birds,163527,1745418,"Williams, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,6,0,145,.262,8,0,3,1,53,38,5,14,RF,23,37,1,0,0,55
ALPB- 2021,34146,Charleston Dirty Birds,163527,885062,"Reyes, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,19,1,309,.252,16,0,8,14,93,78,7,5,SS,33,34,2,4,0,50
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750570,"Henle, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,3,0,40,.250,8,1,1,2,18,10,0,1,C,7,3,0,0,0,19
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750111,"Bethancourt, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,6,0,110,.245,14,1,1,8,64,27,1,5,3B,15,17,1,0,0,40
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750552,"Easley, N",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,6,0,166,.235,21,3,1,3,58,39,2,5,LF,35,20,16,2,0,51
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750555,"Kopach, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,5,0,150,.213,23,0,0,3,50,32,1,10,SS,28,31,12,3,1,60
ALPB- 2021,34146,Charleston Dirty Birds,163527,1135043,"Reda, A",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,2,0,55,.182,16,0,2,3,29,10,4,1,C,11,4,0,1,0,17
ALPB- 2021,34146,Charleston Dirty Birds,163527,1000805,"Susini, N",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,17,.176,1,0,0,2,8,3,0,0,C,1,2,0,0,0,6
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750109,"Freese, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,6,.167,0,0,1,1,11,1,1,0,P,0,0,0,0,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750104,"Testa, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,6,.167,0,0,0,1,11,1,0,0,P,1,0,0,0,0,3
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750560,"Quinones, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,1,0,21,.143,3,0,0,0,20,3,0,0,2B,2,0,0,0,0,15
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750569,"Patane, T",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,9,.111,0,0,1,0,6,1,0,0,1B,0,0,0,0,0,2
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750556,"Salvey, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,9,.111,1,0,0,1,4,1,0,1,1B,1,2,1,0,0,5
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750564,"Peretti, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,11,.091,1,0,2,0,5,1,1,0,C,2,1,0,0,0,1
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750541,"Knecht, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,1,0,36,.083,7,0,0,0,24,3,0,0,LF,3,1,0,1,0,13
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750114,"Harrison, M",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,1,13,.077,1,0,0,0,10,1,0,0,X,2,0,0,0,0,6
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750562,"McCurdy, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,22,.045,0,0,0,2,8,1,0,0,1B,1,1,0,0,1,13
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750115,"Weinberger, J",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,0,.000,0,0,0,0,7,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750558,"Knight, D",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,0,.000,0,0,0,0,13,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1702104,"Hughes, C",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,12,.000,1,0,1,1,8,0,0,0,IF,0,0,1,0,0,4
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750571,"Bivens, S",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2021,34146,Charleston Dirty Birds,163527,1750113,"Rosario, E",https://baseball.pointstreak.com/team_stats.html?teamid=163527&seasonid=34146,0,0,4,.000,1,0,0,0,13,0,1,0,P,1,0,0,0,0,2
