Season,season_id,Team,team_id,player_id,Player,stats_url,2B,3B,AB,AVG,BB,CS,DP,E,G,H,HBP,HR,P,R,RBI,SB,SF,SH,SO
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,1697239,"Arjona, K",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2024,33927,Southern Maryland Blue Crabs,3608,1697240,"Briceno, E",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=33927,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Lancaster Barnstormers,3613,1774786,"x Shirley, T",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,1,1.000,1,0,0,2,1,1,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Lancaster Barnstormers,3613,1346750,"x Gregor, C",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,1,0,19,.421,3,0,2,0,5,8,0,2,OF,7,4,0,0,0,5
ALPB- 2018,31284,Lancaster Barnstormers,3613,1294095,"x Paredes, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,3,0,80,.363,5,0,3,3,21,29,0,3,IF,15,14,1,1,0,20
ALPB- 2018,31284,Lancaster Barnstormers,3613,1226940,"Casteel, R",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,20,3,365,.321,34,2,9,3,104,117,6,16,C,51,70,3,5,0,53
ALPB- 2018,31284,Lancaster Barnstormers,3613,1097506,"Noel, R",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,14,3,295,.305,18,7,6,4,87,90,8,2,U,50,31,53,2,3,50
ALPB- 2018,31284,Lancaster Barnstormers,3613,1023534,"Robinson, T",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,21,5,353,.295,48,5,9,2,107,104,4,7,OF,62,49,19,3,1,86
ALPB- 2018,31284,Lancaster Barnstormers,3613,1084018,"Frias, V",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,17,1,287,.282,22,2,6,12,88,81,10,6,SS,44,39,16,4,2,46
ALPB- 2018,31284,Lancaster Barnstormers,3613,290236,"Gailen, B",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,18,0,444,.282,72,10,7,3,126,125,2,28,OF,80,91,14,8,0,82
ALPB- 2018,31284,Lancaster Barnstormers,3613,1391058,"x Coronado, N",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,4,1,94,.277,9,1,1,6,29,26,3,3,IF,14,13,2,1,0,13
ALPB- 2018,31284,Lancaster Barnstormers,3613,1252172,"x Terdoslavich, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,3,1,138,.275,16,1,1,2,40,38,1,6,IF,23,28,3,4,0,25
ALPB- 2018,31284,Lancaster Barnstormers,3613,1433757,"Garcia, C",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,7,0,189,.275,12,3,2,7,76,52,2,1,IF,26,21,21,3,3,42
ALPB- 2018,31284,Lancaster Barnstormers,3613,827312,"Sandford, D",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,11,1,471,.274,57,25,1,6,123,129,2,0,OF,74,35,82,5,9,109
ALPB- 2018,31284,Lancaster Barnstormers,3613,1113281,"Hobson, K",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,9,0,291,.244,20,0,4,6,84,71,3,10,1B,36,46,1,5,0,86
ALPB- 2018,31284,Lancaster Barnstormers,3613,956607,"Bell, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,8,0,156,.237,25,3,5,5,45,37,0,6,IF,21,29,7,1,1,49
ALPB- 2018,31284,Lancaster Barnstormers,3613,1084017,"De La Rosa, A",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,15,0,240,.229,6,0,10,7,72,55,3,1,C,21,15,2,0,2,46
ALPB- 2018,31284,Lancaster Barnstormers,3613,1241067,"x Waldrop, K",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,2,0,27,.222,2,0,2,0,7,6,0,2,OF,5,8,1,0,0,0
ALPB- 2018,31284,Lancaster Barnstormers,3613,1315411,"x Perez, S",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,3,0,37,.216,12,0,0,5,14,8,1,0,IF,9,5,1,0,0,10
ALPB- 2018,31284,Lancaster Barnstormers,3613,1266930,"Desme, G",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,6,0,121,.215,6,2,3,3,35,26,0,1,OF,8,6,3,1,1,31
ALPB- 2018,31284,Lancaster Barnstormers,3613,1231242,"Bortnick, T",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,14,0,322,.199,67,7,6,15,110,64,17,6,IF,63,43,24,5,9,65
ALPB- 2018,31284,Lancaster Barnstormers,3613,1226047,"x Walker, K",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,2,0,33,.182,5,3,0,1,14,6,0,0,OF,4,3,3,0,0,11
ALPB- 2018,31284,Lancaster Barnstormers,3613,1391163,"x Wenrich, I",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,12,.167,2,0,0,1,7,2,0,0,C,0,0,0,0,0,2
ALPB- 2018,31284,Lancaster Barnstormers,3613,1228813,"Brazoban, H",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,0,.000,0,0,0,3,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Lancaster Barnstormers,3613,1225613,"Johnson, S",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,1,.000,0,0,0,2,1,0,0,0,P,0,0,0,0,0,1
ALPB- 2018,31284,Lancaster Barnstormers,3613,1257952,"x Hibbert, M",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,6,.000,0,0,1,0,5,0,1,0,OF,1,1,0,0,0,3
ALPB- 2018,31284,Lancaster Barnstormers,3613,1241068,"x Reynolds, M",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Lancaster Barnstormers,3613,1084019,"x Shuman, S",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Lancaster Barnstormers,3613,1094583,"Anderson, J",https://baseball.pointstreak.com/team_stats.html?teamid=3613&seasonid=31284,0,0,0,.000,0,0,0,1,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,764898,"x Bladel, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,5,1,135,.341,16,3,0,1,37,46,3,1,OF,23,16,5,2,0,32
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1131026,"Nina, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,22,1,315,.327,27,4,15,9,93,103,3,1,IF,40,37,6,1,3,43
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1228390,"Martinez, F",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,24,2,436,.321,15,2,5,16,112,140,2,11,IF,45,62,4,3,1,71
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1338723,"Daniel, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,3,0,23,.304,2,0,0,2,7,7,1,1,IF,4,4,0,1,0,7
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1088827,"Garcia, E",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,17,2,458,.288,36,5,17,9,119,132,3,3,IF,55,34,9,3,2,71
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1129590,"Rodriguez, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,26,1,437,.288,21,1,10,7,113,126,2,6,U,53,42,1,3,1,67
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1226786,"x Martinez, T",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,10,0,330,.285,18,8,12,3,87,94,1,2,OF,28,33,18,6,5,23
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1278868,"Griffin, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,9,0,257,.280,27,1,5,0,71,72,1,11,IF,42,29,2,3,0,71
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1234897,"x Green, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,4,1,166,.259,9,0,6,8,51,43,2,4,C,18,12,1,0,0,33
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1234869,"Gonzalez, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,6,2,150,.253,9,0,7,5,47,38,1,1,C,12,21,0,1,1,40
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1279380,"x Wagner, R",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,0,0,4,.250,0,0,0,0,1,1,0,0,C,1,0,0,0,0,0
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1262092,"x Songco, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,11,1,262,.248,23,4,2,0,73,65,2,2,U,20,27,2,1,0,67
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1234828,"Strausborger, R",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,16,2,368,.247,31,2,7,2,94,91,2,10,OF,52,44,11,4,1,92
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,957751,"Vaughn, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,17,0,353,.241,53,2,4,6,111,85,8,18,OF,65,51,11,5,0,120
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1091313,"x Wong, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,2,0,71,.239,10,1,6,2,18,17,1,0,IF,10,5,0,1,0,11
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1390953,"Maddox, C",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,10,0,190,.221,6,0,7,2,52,42,1,1,1B,12,21,0,1,3,42
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1280326,"Rosario, F",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,4,1,132,.220,14,1,4,5,47,29,0,0,IF,14,7,3,0,4,60
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1315807,"Yasuda, Y",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,0,0,16,.188,2,1,0,2,7,3,1,0,U,2,0,0,0,0,2
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1270201,"x Sappelt, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,0,0,27,.185,1,0,1,0,7,5,0,1,OF,2,2,0,0,0,10
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1281317,"x Lyon, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,1,0,20,.150,2,0,1,0,7,3,0,0,C,3,3,0,0,1,7
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1228389,"x Paul, X",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,0,0,21,.143,4,0,0,0,6,3,0,0,OF,1,1,0,0,0,10
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1115950,"Kahoohalahala, K",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,1,0,49,.102,2,0,2,2,19,5,1,0,U,1,4,1,0,2,14
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1135043,"x Reda, A",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,0,0,2,.000,1,0,0,1,1,0,0,0,C,0,0,0,0,0,0
ALPB- 2018,31284,Southern Maryland Blue Crabs,3608,1086237,"Runion, S",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=31284,0,0,0,.000,0,0,0,1,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1260688,"x Navarro, R",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,2,0,11,.545,1,0,0,0,3,6,0,2,IF,3,3,0,1,0,1
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249657,"Chavez, M",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,22,1,472,.320,36,0,10,5,120,151,5,12,IF,59,72,1,5,0,112
ALPB- 2018,31284,Sugar Land Skeeters,34136,1490312,"Silverio, J",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,12,1,197,.310,10,3,3,1,51,61,3,8,IF,36,37,3,3,0,39
ALPB- 2018,31284,Sugar Land Skeeters,34136,1101035,"Giansanti, A",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,22,1,465,.295,43,6,8,13,122,137,3,17,U,79,58,35,1,4,79
ALPB- 2018,31284,Sugar Land Skeeters,34136,984703,"Cordero, A",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,23,1,452,.285,26,3,17,15,119,129,5,12,C,65,63,3,3,2,78
ALPB- 2018,31284,Sugar Land Skeeters,34136,1256099,"x Hawkins, C",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,17,0,323,.285,25,0,5,8,88,92,7,18,OF,54,72,12,8,0,79
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249683,"Rondon, A",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,10,5,377,.281,25,7,8,26,118,106,0,0,IF,38,39,38,4,13,67
ALPB- 2018,31284,Sugar Land Skeeters,34136,1259996,"x Walsh, C",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,10,1,135,.281,33,0,1,5,43,38,1,1,IF,24,15,2,3,0,28
ALPB- 2018,31284,Sugar Land Skeeters,34136,1490308,"Phipps, D",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,15,2,351,.265,37,2,5,1,98,93,6,9,OF,49,37,6,1,0,101
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249664,"x Kubitza, K",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,19,0,207,.261,26,1,2,6,55,54,1,7,IF,28,37,4,1,1,65
ALPB- 2018,31284,Sugar Land Skeeters,34136,1252178,"Norris, D",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,24,0,410,.256,71,0,9,6,117,105,12,12,C,69,57,8,3,0,77
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249654,"Barnes, B",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,18,1,382,.246,80,9,15,1,112,94,18,12,OF,86,51,24,9,0,94
ALPB- 2018,31284,Sugar Land Skeeters,34136,1309198,"Dykstra, L",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,3,0,68,.235,3,0,2,1,23,16,3,1,IF,8,5,1,0,1,10
ALPB- 2018,31284,Sugar Land Skeeters,34136,1309325,"x Robertson, D",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,2,0,73,.219,7,0,2,1,21,16,0,1,IF,7,6,3,0,1,9
ALPB- 2018,31284,Sugar Land Skeeters,34136,1268626,"Betancourt, J",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,7,1,154,.201,10,0,8,4,58,31,1,0,IF,17,17,3,4,0,22
ALPB- 2018,31284,Sugar Land Skeeters,34136,1289320,"x Heathcott, S",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,1,0,31,.194,5,2,1,0,10,6,0,0,OF,4,3,1,1,0,6
ALPB- 2018,31284,Sugar Land Skeeters,34136,1316706,"Thomas, T",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,2,0,22,.182,2,1,1,1,6,4,0,1,OF,2,3,1,0,0,9
ALPB- 2018,31284,Sugar Land Skeeters,34136,1260729,"x Dotel, W",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,29,.172,3,3,2,1,8,5,0,0,OF,0,2,1,0,0,6
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249662,"x Jackson, R",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,1,0,20,.150,5,1,0,0,6,3,0,0,IF,1,1,0,0,0,4
ALPB- 2018,31284,Sugar Land Skeeters,34136,1279821,"x Whisler, J",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,10,.100,2,0,0,0,5,1,0,0,C,1,0,0,0,0,2
ALPB- 2018,31284,Sugar Land Skeeters,34136,1282789,"x Marshall, B",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,1,.000,0,0,0,1,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,776584,"Loop, D",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1289937,"Machi, J",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1271895,"x Cunningham, T",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,1,.000,0,0,0,,2,0,0,0,OF,1,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1250503,"Wade, K",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,1,.000,0,0,0,1,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1107842,"x Paulino, F",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,1,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1289348,"x Campos, V",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,876469,"Runzler, D",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,2,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1310746,"Mariot, M",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1289665,"Haynes, M",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1265038,"x Gomez, R",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,4,.000,0,0,0,0,2,0,0,0,IF,1,0,0,0,0,3
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249688,"Sitton, K",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,Sugar Land Skeeters,34136,1249679,"x Ramos, M",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,3,.000,0,0,0,1,1,0,0,0,IF,0,0,0,0,0,2
ALPB- 2018,31284,Sugar Land Skeeters,34136,299675,"x Allen, J",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,2,.000,0,0,0,0,2,0,0,0,C,0,0,0,0,0,1
ALPB- 2018,31284,Sugar Land Skeeters,34136,1272015,"Russell, J",https://baseball.pointstreak.com/team_stats.html?teamid=34136&seasonid=31284,0,0,1,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,1
ALPB- 2018,31284,York Revolution,3614,1569895,"Figueroa, S",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,2,0,21,.429,0,1,1,3,6,9,0,0,IF,4,2,1,0,0,3
ALPB- 2018,31284,York Revolution,3614,824103,"Nash, T",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,9,1,136,.338,25,0,3,2,39,46,3,9,1B,29,35,1,3,0,38
ALPB- 2018,31284,York Revolution,3614,1230368,"Mesa, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,24,4,383,.337,24,0,8,0,100,129,7,20,OF,85,89,2,7,0,88
ALPB- 2018,31284,York Revolution,3614,1135513,"Casilla, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,20,3,423,.336,27,3,10,8,108,142,9,3,IF,75,36,16,5,3,51
ALPB- 2018,31284,York Revolution,3614,1260729,"Dotel, W",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,23,6,404,.317,24,11,11,7,107,128,4,7,OF,58,60,19,5,0,94
ALPB- 2018,31284,York Revolution,3614,1291787,"Castillo, H",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,9,3,142,.310,11,0,1,8,44,44,0,2,IF,23,22,0,1,0,40
ALPB- 2018,31284,York Revolution,3614,621744,"Harris, A",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,5,0,138,.304,18,4,1,4,36,42,2,3,OF,33,16,14,1,1,16
ALPB- 2018,31284,York Revolution,3614,951080,"Tejeda, I",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,6,0,76,.303,8,1,6,1,22,23,0,2,C,11,22,0,1,0,10
ALPB- 2018,31284,York Revolution,3614,989814,"Dent, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,18,1,365,.279,29,0,9,14,108,102,2,16,IF,48,59,4,5,1,85
ALPB- 2018,31284,York Revolution,3614,1002184,"Mitchell, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,21,4,436,.275,64,8,6,1,117,120,1,6,OF,80,44,33,8,2,103
ALPB- 2018,31284,York Revolution,3614,962752,"x Silva, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,3,1,116,.267,3,2,2,3,31,31,0,1,IF,14,12,3,1,1,34
ALPB- 2018,31284,York Revolution,3614,1129334,"Cruz, L",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,8,2,206,.262,9,0,5,4,58,54,2,3,C,22,31,0,1,0,51
ALPB- 2018,31284,York Revolution,3614,1297419,"x Wilson, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,13,0,168,.250,21,0,5,11,49,42,1,4,1B,22,24,0,3,0,38
ALPB- 2018,31284,York Revolution,3614,942013,"Witherspoon, T",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,14,2,337,.246,25,4,10,4,99,83,2,6,OF,35,26,21,5,1,108
ALPB- 2018,31284,York Revolution,3614,1003699,"Burgess, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,9,0,297,.212,35,0,5,6,86,63,4,13,1B,43,44,0,3,0,87
ALPB- 2018,31284,York Revolution,3614,430516,"x Cuevas, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,6,0,232,.211,16,1,9,9,66,49,2,3,IF,24,32,3,4,1,40
ALPB- 2018,31284,York Revolution,3614,1283890,"Diaz, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,59,.186,3,0,4,2,22,11,0,0,C,3,5,1,0,1,15
ALPB- 2018,31284,York Revolution,3614,1411769,"Clark, T",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,3,1,123,.179,14,1,0,6,45,22,3,6,C,21,17,0,0,1,57
ALPB- 2018,31284,York Revolution,3614,1231269,"x Tabata, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,1,0,24,.167,0,0,1,0,7,4,1,1,OF,3,3,1,0,0,5
ALPB- 2018,31284,York Revolution,3614,1338419,"x Gillies, T",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,39,.154,3,0,1,1,12,6,1,2,OF,5,5,0,1,1,14
ALPB- 2018,31284,York Revolution,3614,1282799,"x King, N",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,1,0,20,.100,0,0,0,1,7,2,0,0,IF,2,3,0,0,0,11
ALPB- 2018,31284,York Revolution,3614,1245301,"x Baker, N",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,2,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,1
ALPB- 2018,31284,York Revolution,3614,1250616,"x Atkins, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,0,.000,0,0,0,2,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,York Revolution,3614,1248405,"x Rivera, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,3,.000,0,0,0,0,2,0,0,0,IF,0,0,0,0,0,2
ALPB- 2018,31284,York Revolution,3614,1235218,"x Treece, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,0,.000,0,0,0,1,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,York Revolution,3614,1199913,"x Sides, G",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,0,.000,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0
ALPB- 2018,31284,York Revolution,3614,1280636,"x Obregon, O",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=31284,0,0,4,.000,0,0,0,0,2,0,0,0,IF,0,0,0,0,0,0
ALPB- 2018,31284,Long Island Ducks,3609,1260687,"x Bonifacio, E",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,17,2,273,.348,16,2,7,4,70,95,4,3,OF,42,36,20,6,2,38
ALPB- 2018,31284,Long Island Ducks,3609,1239366,"Valdespin, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,18,7,456,.338,46,5,16,15,113,154,2,12,IF,94,55,30,2,5,58
ALPB- 2018,31284,Long Island Ducks,3609,1243657,"x Castillo, W",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,4,1,70,.314,8,0,2,1,20,22,2,2,C,10,12,1,0,1,11
ALPB- 2018,31284,Long Island Ducks,3609,127677,"Ford, L",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,33,1,468,.293,40,0,21,3,123,137,6,10,OF,68,73,1,5,0,88
ALPB- 2018,31284,Long Island Ducks,3609,1248403,"x Snider, T",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,20,1,352,.290,47,0,7,2,94,102,2,13,OF,63,71,4,3,0,84
ALPB- 2018,31284,Long Island Ducks,3609,1304067,"Longo, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,0,0,28,.286,4,0,0,0,13,8,1,0,IF,5,2,0,0,0,11
ALPB- 2018,31284,Long Island Ducks,3609,604683,"Ard, T",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=31284,20,1,361,.271,25,0,16,12,95,98,2,16,IF,46,61,0,3,0,99
